name,id,author,source,sourcetype,separator,supported_TA_name,supported_TA_version,supported_TA_url,description
Sysmon EventID 14,77c4b345-0eab-415e-98c6-f4114b021723,"Bhavin Patel, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,Data source object for Sysmon EventID 14
Sysmon EventID 15,95785e02-93b4-47e2-81f1-be326295348e,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the creation of a new file stream, including details about the file stream's hash, path, and associated process metadata."
Sysmon EventID 17,08924246-c8e8-4c95-a9fc-633c43cc82df,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,Sysmon EventID 17 logs details about the detection of a named pipe.
Sysmon EventID 18,37eb3554-214e-4e66-af10-c3ffc5b8ca82,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the connection to a named pipe, including details about the pipe name, source and destination processes, and communication direction."
Sysmon EventID 20,aeee5374-3203-4286-b744-a8cc4ad1cd7e,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs WMI (Windows Management Instrumentation) consumer activity, including details about the WMI event consumer, associated process, and event data."
Sysmon EventID 21,304384bc-715e-4958-988b-a8051a91349a,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs activity related to the association of a WMI event consumer with a filter, including details about the consumer, filter, and associated process."
Sysmon EventID 22,911538b2-eba7-4d3e-85e8-d82d380c37bf,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs DNS query events, including details about the queried domain, source IP, query type, and response data."
Sysmon EventID 23,5ea2721d-f60c-4f48-a047-47d514e327c3,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the deletion of a file, including details about the file path, associated process, and the time of deletion."
Sysmon EventID 26,77f946e0-4afb-4789-8d9e-c29c1658f501,"Bhavin Patel, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,Data source object for Sysmon EventID 26
Sysmon EventID 3,01d84dff-4e26-422c-9389-6a579ee6e75b,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs details of network connections initiated by processes, including source and destination IPs, ports, protocols, and the associated process metadata."
Sysmon EventID 5,556471bf-44fa-44e6-97e2-eb25416aeb6d,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the termination of a process, including details about the process name, process ID, parent process, and associated metadata."
Sysmon EventID 6,eadc297a-c20c-45a1-8fac-74ad54019767,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the loading of a driver into the kernel or user mode, including details about the driver name, file path, and associated process metadata."
Sysmon EventID 7,45512fa5-4d55-4088-9d51-f4dedc16fdff,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the loading of an image (module) into a process, including details about the image name, file path, and hash information."
Sysmon EventID 8,df7a786c-ade0-48f0-8596-26f10d169f7d,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the creation of a new thread in a process, including details about the thread ID, start address, and source process."
Sysmon EventID 9,ae4a6a24-9b8c-4386-a7ac-677d7ad5bf09,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the access of raw disk data by a process, including details about the disk name, process ID, and process metadata."
Sysmon for Linux EventID 1,93643652-30fe-4941-a1f7-6454f2948660,"Patrick Bareiss, Splunk",Syslog:Linux-Sysmon/Operational,sysmon:linux,EventID,Splunk Add-on for Sysmon for Linux,1.0.0,https://splunkbase.splunk.com/app/6652,"Logs process creation events on Linux systems, including details about the process name, process ID, command line arguments, and parent process ID."
Sysmon for Linux EventID 11,14672fed-235a-411f-8062-ace9696fb2af,"Patrick Bareiss, Splunk",Syslog:Linux-Sysmon/Operational,sysmon:linux,EventID,Splunk Add-on for Sysmon for Linux,1.0.0,https://splunkbase.splunk.com/app/6652,"Logs the creation of a new file on a Linux system, including details about the file path, file type, and associated process."
VMWare ESXi Syslog,f91c5ad1-2a44-4be3-93df-43150fa243e5,"Raven Tait, Splunk",vmware:esxlog,vmw-syslog,,Add-on for VMware ESXi Logs,4.2.2,https://splunkbase.splunk.com/app/5603,Data source object for syslog data from VMWare ESXi
Windows Active Directory Admon,22bbf4e4-d313-43c1-98ee-808b8775519d,"Patrick Bareiss, Splunk",ActiveDirectory,ActiveDirectory,,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs administrative actions within Active Directory, including user and group modifications, permission changes, and policy updates."
Windows Defender Alerts,91738e9e-d112-41c9-b91b-e5868d8993d7,Gowthamaraj Rajendran,eventhub://windowsdefenderlogs,mscs:azure:eventhub:defender:advancedhunting,AlertId,Splunk add on for Microsoft Defender Advanced Hunting,1.4.1,https://splunkbase.splunk.com/app/5518,"Logs security alerts generated by Windows Defender, including details about detected threats, impacted files, and recommended actions for remediation."
Windows Event Log Application 15457,4491537e-520c-46f7-9209-f56f852aa237,"Michael Haag, Splunk",XmlWinEventLog:Application,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Application 15457
Windows Event Log Application 17135,4491537e-520c-46f7-9209-f56f852aa231,"Michael Haag, Splunk",XmlWinEventLog:Application,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Application 17135
Windows Event Log Application 2282,4490537e-5e0c-46f7-9209-f56f852aa237,"Patrick Bareiss, Splunk",XmlWinEventLog:Application,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an event in IIS when a module DLL fails to load due to a configuration issue, including details about the module and error message."
Windows Event Log Application 3000,3911945d-9222-408d-b851-9b1bce4c2d24,"Patrick Bareiss, Splunk",XmlWinEventLog:Application,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the termination of a process, including details about the process, its termination code, and timestamp."
Windows Event Log Application 8128,4491537e-5e0c-46f7-9209-f56f852aa237,"Michael Haag, Splunk",XmlWinEventLog:Application,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Application 8128
Windows Event Log AppXDeployment-Server 400,3e5f9d2a-b8c7-4d1e-a6f3-7b9c8d5e4f2a,"Michael Haag, Splunk",XmlWinEventLog:Microsoft-Windows-AppXDeploymentServer/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"This data source captures Windows Event Logs from the Microsoft-Windows-AppXDeploymentServer/Operational channel, specifically focusing on EventCode 400. These events are generated when a package deployment operation begins, providing details about the package being deployed.

Event ID 400 is particularly significant for security monitoring as it includes information about whether the package has full trust privileges. Full trust packages run with elevated privileges outside the normal AppX container restrictions, allowing them to access system resources that regular AppX packages cannot.

Adversaries have been observed leveraging full trust MSIX packages to deliver malware, as documented in recent threat intelligence reports. Monitoring these events can help identify potentially malicious package installations that request elevated privileges.
"
Windows Event Log AppXDeployment-Server 854,4d2e6f8a-c9b7-5a3e-8d1f-2e9c7b5a4f3d,"Michael Haag, Splunk",XmlWinEventLog:Microsoft-Windows-AppXDeploymentServer/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"This data source captures Windows Event Logs from the Microsoft-Windows-AppXDeploymentServer/Operational channel, specifically focusing on EventCode 854. These events are generated when an MSIX/AppX package has been successfully installed on a system.

Event ID 854 provides information about successful package installations, including the path to the installed package and the user who performed the installation. This data is valuable for security monitoring as it can help identify unauthorized or suspicious package installations.

While most package installations are legitimate, monitoring these events can help identify potentially malicious activity, especially when correlated with other events such as unsigned package installations (EventID 603 with Flags=8388608) or full trust package installations (EventID 400 with HasFullTrust=true).
"
Windows Event Log AppXDeployment-Server 855,4491537c-521c-46f7-9209-f56f852aa231,"Michael Haag, Splunk",XmlWinEventLog:Microsoft-Windows-AppXDeploymentServer/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"This data source captures Windows Event Logs from the Microsoft-Windows-AppXDeploymentServer/Operational channel, specifically focusing on EventCode 855. These events are generated when a package deployment operation completes successfully, providing details about the packages that were installed or updated.

Event ID 855 is particularly valuable for security monitoring as it confirms the successful installation of MSIX packages, including information about the package identifiers. This can help identify potentially malicious package installations in an environment.

Monitoring these events can help track MSIX package installations across an environment, which is important given that MSIX packages have been leveraged by threat actors such as FIN7, Zloader (Storm-0569), and FakeBat (Storm-1113) for malware delivery.
"
Windows Event Log AppXPackaging 171,2d0f8e3c-a2d7-4b9e-8f1c-6a5d7e3e9f2b,"Michael Haag, Splunk",XmlWinEventLog:Microsoft-Windows-AppxPackaging/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"This data source captures Windows Event Logs from the Microsoft-Windows-AppXPackaging/Operational channel, specifically focusing on EventCode 171. These events are generated when a user clicks on or attempts to interact with an MSIX package, even if the package is not fully installed.

Event ID 171 provides information about user interactions with MSIX packages, including the package full name and the user who initiated the interaction. This data is valuable for security monitoring as it can help identify what MSIX packages users are attempting to open in an environment, which may help detect malicious MSIX packages before they're fully installed.

MSIX package abuse has been observed in various threat campaigns, including those from FIN7, Zloader (Storm-0569), and FakeBat (Storm-1113). Monitoring these interactions can provide early warning of potential MSIX package abuse.
"
Windows Event Log CAPI2 70,821de0a6-c5b4-491b-a27e-187552792817,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-CAPI2/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"This event log records events related to cryptographic operations, including the deletion and export of certificates."
Windows Event Log CAPI2 81,463ff898-8135-4c0e-811e-f8629dfc5027,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-CAPI2/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an error when attempting to verify the digital signature of a file, including details about the file path, signature failure, and the process involved."
Windows Event Log CertificateServicesClient 1007,c51444e3-479d-4c4a-b111-e8276a3acf39,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-CertificateServicesClient-Lifecycle-System/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the export of a certificate from the local certificate store, including details about the certificate thumbprint, subject names, and the process involved."
Windows Event Log Defender 1121,84a254c5-7900-4b52-a324-a176adb7c11d,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-Windows Defender/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a Windows Defender attack surface reduction rule fires in block mode.
Windows Event Log Defender 1122,4a2d0499-f489-4557-82f4-f357025cf3e7,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-Windows Defender/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a process attempts to load a DLL that is blocked by an attack surface reduction rule.
Windows Event Log Defender 1125,0cddda76-6fd8-4fb6-9026-f23a2761c95d,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Defender 1125
Windows Event Log Defender 1126,c1c6284b-b663-4001-bdf2-c0cacee22a2a,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Defender 1126
Windows Event Log Defender 1129,0572e119-a48a-4c70-bc58-90e453edacd2,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-Windows Defender/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a user overrides a security policy set by an Attack Surface Reduction rule in Microsoft Defender.
Windows Event Log Defender 1131,638f884e-439a-4328-923c-ec5a2679f450,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Defender 1131
Windows Event Log Defender 1132,18f93f60-4eca-46e8-a29d-147e6451a34c,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Defender 1132
Windows Event Log Defender 1133,63c97a9a-cc7f-46c5-b219-8be388666637,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Defender 1133
Windows Event Log Defender 1134,26abac7d-d026-44e9-b1a3-13e3e11b232d,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Defender 1134
Windows Event Log Defender 5007,27f18792-8d95-4871-8853-874b7faf023f,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-Windows Defender/Operational,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when Windows Defender antimalware settings are modified.
Windows Event Log Microsoft Windows TerminalServices RDPClient 1024,2490537e-5e0c-46f7-9209-f56f852aa217,"Michael Haag, Splunk",WinEventLog:Microsoft-Windows-TerminalServices-RDPClient/Operational,WinEventLog,EventCode,,,,Logs an event when a Remote Desktop Protocol (RDP) client successfully connects to a remote host.
Windows Event Log Printservice 316,12f0be8b-22c0-4fdf-9468-b7ccca824d1d,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-PrintService/Admin,WinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when printer drivers are installed or updated on the system.
Windows Event Log Printservice 4909,4c00e353-18b8-4de6-896d-83bc5817dbaa,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Printservice 4909
Windows Event Log Printservice 808,e3a26785-4389-4830-8d7b-3dad4252719e,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-PrintService/Admin,WinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when the print spooler service fails to load a printer plug-in module.
Windows Event Log RemoteConnectionManager 1149,08f9edb4-f95f-40be-b1dd-bc3a1cd95aaf,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-TerminalServices-RemoteConnectionManager/Operational,wineventlog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a Remote Desktop Service session is initialized.
Windows Event Log Security 1100,2a25dafa-691e-4cb2-ae59-07a48867ed9a,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when the event logging service has shut down.
Windows Event Log Security 1102,8db7b91a-6d7a-40e7-bfac-06f8e901a9cb,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when the audit log is cleared.
Windows Event Log Security 4624,08682968-0366-4882-9559-fe4fe018a846,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when an account successfully logs on to a system.
Windows Event Log Security 4625,365a02c2-7d18-4baf-b76e-d90c20bbe6ed,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when an account fails to log on to a system.
Windows Event Log Security 4627,e35c7b9a-b451-4084-95a5-43b7f8965cac,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a successful account logon occurs and displays the list of groups the logged-on account belongs to.
Windows Event Log Security 4648,6a367f8b-1ee0-463d-94a7-029757c6cd02,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logged when an account logon is attempted by a process by explicitly specifying the credentials of that account
Windows Event Log Security 4662,f3c2cd64-0b5f-4013-8201-35dc03828ec6,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an event when a user accessed an object within the Active Directory, such as creating, modifying, or deleting it"
Windows Event Log Security 4663,5d6dca8c-dad9-494f-a321-ef2b0b92fbf4,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an event when a user or process tried to access a file, directory, registry key, or other system object on the computer"
Windows Event Log Security 4672,43f189b6-369d-4a32-a34c-57e0d38d92f1,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a user with administrative privileges logs on to a system.
Windows Event Log Security 4688,d195eb26-a81c-45ed-aeb3-25792e8a985a,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs the creation of a new process
Windows Event Log Security 4698,32c06703-02d3-47ec-8856-b0dc3045866c,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a new scheduled task is created
Windows Event Log Security 4699,4727dead-d063-4333-9ddd-59823a416aff,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a scheduled task is deleted from the system.
Windows Event Log Security 4700,89895c7b-2aba-41ca-ad12-8b6d290b5dde,Steven Dick,XmlWinEventLog:Security,XmlWinEventLog,EventID,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4700
Windows Event Log Security 4702,167e378e-3675-4042-b611-d3bfb6d2abc7,Steven Dick,XmlWinEventLog:Security,XmlWinEventLog,EventID,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4702
Windows Event Log Security 4703,e256673b-16e8-4b74-b7aa-9eed6ce67072,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a token right is adjusted on a Windows system.
Windows Event Log Security 4719,954033e6-dd05-4775-a1f2-1f19632f4420,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a system audit policy is modified on a Windows system.
Windows Event Log Security 4720,7ef1c9e5-691b-48c2-811b-eba91d2d2f1d,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a new user account is created on a Windows system.
Windows Event Log Security 4724,117fe51f-93f8-4589-8e8b-c6b7b7154c7d,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an event when an attempt is made to reset an account's password, whether successful or not."
Windows Event Log Security 4725,31fd887d-0d14-44cc-bb64-80063a9f2968,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a user account has been disabled in Active Directory.
Windows Event Log Security 4726,0b56dcd7-0f72-4a05-9226-d6059781737b,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a user account is deleted from Active Directory.
Windows Event Log Security 4727,4d2078ab-36f5-447e-b7e4-474890b8040b,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4727
Windows Event Log Security 4728,c0cb4907-d715-41f2-a98a-4f4e75f248c1,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4728
Windows Event Log Security 4730,126966ba-a17d-4194-882b-57d303aaf46d,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4730
Windows Event Log Security 4731,1bbc004e-a75e-4d94-a619-c5aaf5d11ed5,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4731
Windows Event Log Security 4732,b0d61c5d-aefe-486a-9152-de45cc10fbb4,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Logs an event when a member is added to a security-enabled local group on a Windows system.
Windows Event Log Security 4737,132fc609-17f0-4efd-8f7e-db12139c6690,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4737
Windows Event Log Security 4738,cb85709b-101e-41a9-bb60-d2108f79dfbd,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an event when a user account's properties, such as permissions or memberships, are modified on a Windows system."
Windows Event Log Security 4739,c1e0442a-8a97-405d-baf2-057c5d68cd9a,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an event when a domain policy, such as account or lockout policy, is modified in Active Directory or local security settings."
Windows Event Log Security 4741,ef87257f-e7d1-4856-abae-097b2cfdcdb4,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the creation of a new computer account in Active Directory, including details about the account name, domain, and the user performing the action."
Windows Event Log Security 4742,ea830adf-5450-489a-bcdc-fb8d2cbe674c,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs changes to the properties of a computer account in Active Directory, including details about the modified attributes and the user performing the action."
Windows Event Log Security 4744,244e0bd4-00b0-4091-b8b4-9d435aca6ad8,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4744
Windows Event Log Security 4749,eb322056-01a3-4cd5-bc09-01140d33194a,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4749
Windows Event Log Security 4754,501a507e-3275-4c4b-9c44-53eecfeae487,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4754
Windows Event Log Security 4759,431e3520-505b-4ace-aced-cb51e3f7311e,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4759
Windows Event Log Security 4768,4a5fd6ed-66bd-4f34-bc74-51c00c73c298,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs Kerberos pre-authentication requests, including details about the user account, authentication type, and client IP address."
